2;240;1
2;378;2
2;730;3
2;1563;4
2;1787;5
2;10183;6
2;13072;7
5;612;8
5;613;9
5;616;10
5;622;11
5;922;12
5;2700;13
5;12670;14
5;160488;15
5;187056;16
6;520;17
6;2231;18
6;4487;19
6;10685;20
6;162914;21
8;180254;22
8;215272;23
11;803;24
11;4270;25
11;4271;26
11;10013;27
11;10016;28
11;10527;29
11;11107;30
11;11195;31
11;11196;32
11;13194;33
11;155336;34
11;160134;35
11;161176;36
11;163295;37
11;178710;38
11;178712;39
12;1297;40
12;10026;41
12;10336;42
12;10430;43
12;14785;44
12;33635;45
12;33759;46
12;33760;47
12;33780;48
12;33781;49
12;33782;50
12;156948;51
12;158111;52
12;168673;53
12;179430;54
12;179431;55
12;180557;56
12;180568;57
12;180574;58
12;180576;59
12;180577;60
12;180578;61
12;180579;62
12;194036;63
13;422;64
13;458;65
13;791;66
13;795;67
13;818;68
13;2483;69
13;2956;70
13;2957;71
13;6054;72
13;9673;73
13;10235;74
13;10624;75
13;157499;76
13;162365;77
13;162934;78
13;166980;79
13;180204;80
13;186212;81
13;187844;82
13;208143;83
13;215492;84
14;255;85
14;293;86
14;596;87
14;1599;88
14;1862;89
14;1872;90
14;2201;91
14;2249;92
14;2389;93
14;2483;94
14;2559;95
14;2918;96
14;2919;97
14;2921;98
14;5600;99
14;8201;100
14;9957;101
14;10123;102
14;10532;103
14;10683;104
14;10776;105
14;33611;106
14;41329;107
14;224279;108
14;229299;109
15;736;110
15;918;111
15;1196;112
15;2110;113
15;3515;114
15;3587;115
15;3660;116
15;3661;117
15;10594;118
15;11854;119
15;208349;120
16;30;121
16;246;122
16;279;123
16;642;124
16;730;125
16;1328;126
16;1382;127
16;1415;128
16;1691;129
16;1741;130
16;2122;131
16;2356;132
16;2480;133
16;2481;134
16;2486;135
16;2487;136
16;2488;137
16;2489;138
16;2490;139
16;2624;140
16;3737;141
16;4580;142
16;6054;143
16;9826;144
16;10508;145
16;11061;146
16;13129;147
16;14536;148
16;15090;149
17;236;150
17;439;151
17;516;152
17;658;153
17;704;154
17;1209;155
17;1328;156
17;1449;157
17;1450;158
17;1452;159
17;3020;160
17;9457;161
17;10707;162
17;173162;163
18;352;164
18;402;165
18;444;166
18;2964;167
18;3622;168
18;3801;169
18;4565;170
18;4776;171
18;6163;172
18;9673;173
18;10093;174
18;10150;175
18;10842;176
18;11148;177
18;11290;178
18;12190;179
18;14512;180
18;14601;181
18;161176;182
18;162365;183
18;162410;184
18;164920;185
18;169573;186
18;169593;187
18;169597;188
18;223344;189
18;227680;190
19;312;191
19;1001;192
19;1382;193
19;1761;194
19;2346;195
19;2964;196
19;3223;197
19;3640;198
19;4034;199
19;4565;200
19;5966;201
20;455;202
20;457;203
20;3737;204
20;4225;205
20;5600;206
20;7879;207
20;10707;208
20;187056;209
21;1524;210
21;1671;211
21;5349;212
22;911;213
22;1319;214
22;1321;215
22;1459;216
22;1860;217
22;4062;218
22;5600;219
22;5744;220
22;11087;221
22;12988;222
22;157186;223
22;179430;224
24;233;225
24;732;226
24;779;227
24;780;228
24;1449;229
24;1794;230
24;1938;231
24;3582;232
24;3962;233
24;9748;234
24;10292;235
24;10704;236
24;11221;237
24;13027;238
24;18098;239
24;159362;240
24;193521;241
25;1589;242
25;4405;243
25;5174;244
25;5175;245
25;161236;246
25;188114;247
26;220;248
26;376;249
26;536;250
26;1933;251
26;2072;252
26;3037;253
26;5907;254
26;6441;255
26;10144;256
26;10293;257
26;11064;258
26;12993;259
27;212;260
27;293;261
27;572;262
27;578;263
27;4313;264
27;4316;265
27;6029;266
27;6935;267
27;7410;268
27;9772;269
27;9835;270
27;10762;271
27;11474;272
27;11868;273
27;12420;274
27;33494;275
27;33513;276
27;155283;277
27;155606;278
27;155662;279
27;155671;280
27;155678;281
27;156433;282
28;1008;283
28;1261;284
28;2956;285
28;2959;286
28;2960;287
28;6092;288
28;6255;289
28;10148;290
28;10403;291
28;10787;292
28;12332;293
28;34079;294
28;177275;295
30;1826;296
30;2964;297
30;3026;298
30;5178;299
30;5179;300
30;163132;301
30;164920;302
30;211269;303
30;211487;304
33;549;305
33;798;306
33;800;307
33;802;308
33;6145;309
33;9748;310
33;157512;311
33;159434;312
33;160410;313
33;209631;314
35;494;315
35;1889;316
35;2181;317
35;2184;318
35;2205;319
35;3700;320
35;4931;321
35;6305;322
35;6832;323
35;6898;324
35;7464;325
35;9673;326
35;9880;327
35;10041;328
35;10061;329
35;15174;330
35;40922;331
35;157303;332
35;179431;333
35;192544;334
38;563;335
38;725;336
38;802;337
38;931;338
38;1453;339
38;1565;340
38;1566;341
38;1604;342
38;2964;343
38;5625;344
38;9673;345
38;10937;346
38;12400;347
38;34265;348
38;202756;349
38;204374;350
38;224279;351
38;233002;352
55;960;353
55;1547;354
55;5600;355
55;7879;356
55;10399;357
55;10594;358
55;15162;359
55;157171;360
55;171366;361
55;209987;362
58;616;363
58;663;364
58;910;365
58;911;366
58;1299;367
58;1316;368
58;1317;369
58;1319;370
58;1461;371
58;3799;372
58;5600;373
58;12988;374
58;157186;375
58;179430;376
59;642;377
59;848;378
59;851;379
59;1415;380
59;1447;381
59;1448;382
59;1721;383
59;2801;384
59;6038;385
59;10235;386
59;10325;387
59;10738;388
59;10909;389
59;11578;390
59;14819;391
59;18083;392
62;305;393
62;306;394
62;310;395
62;312;396
62;1576;397
62;3222;398
62;3714;399
62;3801;400
62;4040;401
62;12185;402
62;14626;403
62;34152;404
62;155689;405
62;156039;406
63;222;407
63;276;408
63;277;409
63;278;410
63;4379;411
63;4458;412
63;4565;413
63;14675;414
63;15149;415
63;162801;416
64;236;417
64;514;418
64;570;419
64;732;420
64;734;421
64;735;422
64;736;423
64;739;424
64;3737;425
64;6034;426
64;6054;427
64;9844;428
64;11612;429
64;13149;430
65;30;431
65;542;432
65;704;433
65;897;434
65;898;435
65;899;436
65;900;437
65;6325;438
65;9457;439
65;18021;440
65;190187;441
66;417;442
66;441;443
66;521;444
66;570;445
66;833;446
66;840;447
66;5600;448
66;6086;449
66;9937;450
66;41249;451
66;208633;452
67;30;453
67;321;454
67;393;455
67;536;456
67;537;457
67;539;458
67;789;459
67;5907;460
67;6054;461
67;12993;462
67;156052;463
68;211;464
68;318;465
68;321;466
68;1025;467
68;1566;468
68;4565;469
68;6086;470
69;74;471
69;378;472
69;532;473
69;596;474
69;727;475
69;953;476
69;963;477
69;6029;478
69;6038;479
69;9457;480
69;207819;481
69;208992;482
70;396;483
70;1252;484
70;2660;485
70;2792;486
70;3737;487
70;4327;488
70;5212;489
70;6075;490
70;155698;491
70;156330;492
70;177874;493
70;207999;494
71;1682;495
71;2684;496
71;4112;497
71;5215;498
71;6278;499
71;10551;500
73;279;501
73;376;502
73;378;503
73;379;504
73;380;505
73;570;506
73;1755;507
73;5301;508
73;6496;509
73;9890;510
73;10873;511
73;11105;512
73;12670;513
73;18035;514
73;41509;515
73;159950;516
73;160910;517
73;165583;518
73;191726;519
73;215876;520
74;447;521
74;586;522
74;3800;523
74;4565;524
74;5600;525
74;12332;526
74;14909;527
74;207569;528
75;83;529
75;464;530
75;763;531
75;833;532
75;839;533
75;840;534
75;843;535
75;1280;536
75;1704;537
75;1705;538
75;2867;539
75;3243;540
76;811;541
76;813;542
76;814;543
76;815;544
